0,0
0,1000
5,0
5,1000
5,1000
5,999
6,0
9,1000
10,0
10,105
10,105
10,999
11,0
11,1000
14,1000
15,0
15,11
15,11
15,999
16,0
16,1000
19,1000
20,0
20,118
20,118
20,999
21,0
21,1000
24,1000
25,0
25,122
25,122
25,999
26,0
26,1000
29,1000
30,0
30,126
30,126
30,999
31,0
31,1000
34,1000
35,0
35,13
35,13
35,999
36,0
36,1000
39,1000
40,0
40,133
40,133
40,999
41,0
41,1000
44,1000
45,0
45,137
45,137
45,999
46,0
46,1000
49,1000
50,0
50,140
50,140
50,999
51,0
51,1000
54,1000
55,0
55,144
55,144
55,999
56,0
56,1000
59,1000
60,0
60,148
60,148
60,999
61,0
61,1000
64,1000
65,0
65,155
65,155
65,999
66,0
66,1000
69,1000
70,0
70,160
70,160
70,999
71,0
71,1000
74,1000
75,0
75,167
75,167
75,999
76,0
76,1000
79,1000
80,0
80,171
80,171
80,999
81,0
81,1000
84,1000
85,0
85,171
85,171
85,999
86,0
86,1000
89,1000
90,0
90,179
90,179
90,999
91,0
91,1000
94,1000
95,0
95,183
95,183
95,999
96,0
96,1000
99,1000
100,0
100,181
100,181
100,999
101,0
101,1000
104,1000
105,0
105,188
105,188
105,999
106,0
106,1000
109,1000
110,0
110,19
110,19
110,999
111,0
111,1000
114,1000
115,0
115,196
115,196
115,999
116,0
116,1000
119,1000
120,0
120,197
120,197
120,999
121,0
121,1000
124,1000
125,0
125,202
125,202
125,999
126,0
126,1000
129,1000
130,0
130,209
130,209
130,999
131,0
131,1000
134,1000
135,0
135,214
135,214
135,999
136,0
136,1000
139,1000
140,0
140,22
140,22
140,999
141,0
141,1000
144,1000
145,0
145,224
145,224
145,999
146,0
146,1000
149,1000
150,0
150,230
150,230
150,999
151,0
151,1000
154,1000
155,0
155,232
155,232
155,999
156,0
156,1000
159,1000
160,0
160,236
160,236
160,999
161,0
161,1000
164,1000
165,0
165,241
165,241
165,999
166,0
166,1000
169,1000
170,0
170,242
170,242
170,999
171,0
171,1000
174,1000
175,0
175,249
175,249
175,999
176,0
176,1000
179,1000
180,0
180,248
180,248
180,999
181,0
181,1000
184,1000
185,0
185,249
185,249
185,999
186,0
186,1000
189,1000
190,0
190,252
190,252
190,999
191,0
191,1000
194,1000
195,0
195,258
195,258
195,999
196,0
196,1000
199,1000
200,0
200,261
200,261
200,999
201,0
201,1000
204,1000
205,0
205,266
205,266
205,999
206,0
206,1000
209,1000
210,0
210,268
210,268
210,999
211,0
211,1000
214,1000
215,0
215,272
215,272
215,999
216,0
216,1000
219,1000
220,0
220,279
220,279
220,999
221,0
221,1000
224,1000
225,0
225,283
225,283
225,999
226,0
226,1000
229,1000
230,0
230,29
230,29
230,999
231,0
231,1000
234,1000
235,0
235,293
235,293
235,999
236,0
236,1000
239,1000
240,0
240,299
240,299
240,999
241,0
241,1000
244,1000
245,0
245,304
245,304
245,999
246,0
246,1000
249,1000
250,0
250,307
250,307
250,999
251,0
251,1000
254,1000
255,0
255,31
255,31
255,999
256,0
256,1000
259,1000
260,0
260,313
260,313
260,999
261,0
261,1000
264,1000
265,0
265,315
265,315
265,999
266,0
266,1000
269,1000
270,0
270,322
270,322
270,999
271,0
271,1000
274,1000
275,0
275,326
275,326
275,999
276,0
276,1000
279,1000
280,0
280,332
280,332
280,999
281,0
281,1000
284,1000
285,0
285,336
285,336
285,999
286,0
286,1000
289,1000
290,0
290,339
290,339
290,999
291,0
291,1000
294,1000
295,0
295,346
295,346
295,999
296,0
296,1000
299,1000
300,0
300,35
300,35
300,999
301,0
301,1000
304,1000
305,0
305,356
305,356
305,999
306,0
306,1000
309,1000
310,0
310,359
310,359
310,999
311,0
311,1000
314,1000
315,0
315,360
315,360
315,999
316,0
316,1000
319,1000
320,0
320,365
320,365
320,999
321,0
321,1000
324,1000
325,0
325,366
325,366
325,999
326,0
326,1000
329,1000
330,0
330,37
330,37
330,999
331,0
331,1000
334,1000
335,0
335,375
335,375
335,999
336,0
336,1000
339,1000
340,0
340,385
340,385
340,999
341,0
341,1000
344,1000
345,0
345,389
345,389
345,999
346,0
346,1000
349,1000
350,0
350,393
350,393
350,999
351,0
351,1000
354,1000
355,0
355,395
355,395
355,999
356,0
356,1000
359,1000
360,0
360,396
360,396
360,999
361,0
361,1000
364,1000
365,0
365,401
365,401
365,999
366,0
366,1000
369,1000
370,0
370,405
370,405
370,999
371,0
371,1000
374,1000
375,0
375,409
375,409
375,999
376,0
376,1000
379,1000
380,0
380,416
380,416
380,999
381,0
381,1000
384,1000
385,0
385,423
385,423
385,999
386,0
386,1000
389,1000
390,0
390,429
390,429
390,999
391,0
391,1000
394,1000
395,0
395,435
395,435
395,999
396,0
396,1000
399,1000
400,0
400,442
400,442
400,999
401,0
401,1000
404,1000
405,0
405,447
405,447
405,999
406,0
406,1000
409,1000
410,0
410,451
410,451
410,999
411,0
411,1000
414,1000
415,0
415,46
415,46
415,999
416,0
416,1000
419,1000
420,0
420,467
420,467
420,999
421,0
421,1000
424,1000
425,0
425,474
425,474
425,999
426,0
426,1000
429,1000
430,0
430,477
430,477
430,999
431,0
431,1000
434,1000
435,0
435,48
435,48
435,999
436,0
436,1000
439,1000
440,0
440,485
440,485
440,999
441,0
441,1000
444,1000
445,0
445,49
445,49
445,999
446,0
446,1000
449,1000
450,0
450,493
450,493
450,999
451,0
451,1000
454,1000
455,0
455,497
455,497
455,999
456,0
456,1000
459,1000
460,0
460,50
460,50
460,999
461,0
461,1000
464,1000
465,0
465,504
465,504
465,999
466,0
466,1000
469,1000
470,0
470,51
470,51
470,999
471,0
471,1000
474,1000
475,0
475,516
475,516
475,999
476,0
476,1000
479,1000
480,0
480,520
480,520
480,999
481,0
481,1000
484,1000
485,0
485,524
485,524
485,999
486,0
486,1000
489,1000
490,0
490,529
490,529
490,999
491,0
491,1000
494,1000
495,0
495,530
495,530
495,999
496,0
496,1000
499,1000
500,0
500,534
500,534
500,999
501,0
501,1000
504,1000
505,0
505,538
505,538
505,999
506,0
506,1000
509,1000
510,0
510,540
510,540
510,999
511,0
511,1000
514,1000
515,0
515,544
515,544
515,999
516,0
516,1000
519,1000
520,0
520,546
520,546
520,999
521,0
521,1000
524,1000
525,0
525,551
525,551
525,999
526,0
526,1000
529,1000
530,0
530,559
530,559
530,999
531,0
531,1000
534,1000
535,0
535,561
535,561
535,999
536,0
536,1000
539,1000
540,0
540,563
540,563
540,999
541,0
541,1000
544,1000
545,0
545,57
545,57
545,999
546,0
546,1000
549,1000
550,0
550,572
550,572
550,999
551,0
551,1000
554,1000
555,0
555,58
555,58
555,999
556,0
556,1000
559,1000
560,0
560,581
560,581
560,999
561,0
561,1000
564,1000
565,0
565,587
565,587
565,999
566,0
566,1000
569,1000
570,0
570,59
570,59
570,999
571,0
571,1000
574,1000
575,0
575,594
575,594
575,999
576,0
576,1000
579,1000
580,0
580,603
580,603
580,999
581,0
581,1000
584,1000
585,0
585,608
585,608
585,999
586,0
586,1000
589,1000
590,0
590,611
590,611
590,999
591,0
591,1000
594,1000
595,0
595,618
595,618
595,999
596,0
596,1000
599,1000
600,0
600,619
600,619
600,999
601,0
601,1000
604,1000
605,0
605,625
605,625
605,999
606,0
606,1000
609,1000
610,0
610,631
610,631
610,999
611,0
611,1000
614,1000
615,0
615,634
615,634
615,999
616,0
616,1000
619,1000
620,0
620,636
620,636
620,999
621,0
621,1000
624,1000
625,0
625,64
625,64
625,999
626,0
626,1000
629,1000
630,0
630,644
630,644
630,999
631,0
631,1000
634,1000
635,0
635,65
635,65
635,999
636,0
636,1000
639,1000
640,0
640,656
640,656
640,999
641,0
641,1000
644,1000
645,0
645,659
645,659
645,999
646,0
646,1000
649,1000
650,0
650,661
650,661
650,999
651,0
651,1000
654,1000
655,0
655,668
655,668
655,999
656,0
656,1000
659,1000
660,0
660,671
660,671
660,999
661,0
661,1000
664,1000
665,0
665,68
665,68
665,999
666,0
666,1000
669,1000
670,0
670,684
670,684
670,999
671,0
671,1000
674,1000
675,0
675,690
675,690
675,999
676,0
676,1000
679,1000
680,0
680,696
680,696
680,999
681,0
681,1000
684,1000
685,0
685,70
685,70
685,999
686,0
686,1000
689,1000
690,0
690,705
690,705
690,999
691,0
691,1000
694,1000
695,0
695,711
695,711
695,999
696,0
696,1000
699,1000
700,0
700,715
700,715
700,999
701,0
701,1000
704,1000
705,0
705,717
705,717
705,999
706,0
706,1000
709,1000
710,0
710,720
710,720
710,999
711,0
711,1000
714,1000
715,0
715,727
715,727
715,999
716,0
716,1000
719,1000
720,0
720,731
720,731
720,999
721,0
721,1000
724,1000
725,0
725,736
725,736
725,999
726,0
726,1000
729,1000
730,0
730,739
730,739
730,999
731,0
731,1000
734,1000
735,0
735,746
735,746
735,999
736,0
736,1000
739,1000
740,0
740,756
740,756
740,999
741,0
741,1000
744,1000
745,0
745,760
745,760
745,999
746,0
746,1000
749,1000
750,0
750,762
750,762
750,999
751,0
751,1000
754,1000
755,0
755,768
755,768
755,999
756,0
756,1000
759,1000
760,0
760,773
760,773
760,999
761,0
761,1000
764,1000
765,0
765,779
765,779
765,999
766,0
766,1000
769,1000
770,0
770,78
770,78
770,999
771,0
771,1000
774,1000
775,0
775,782
775,782
775,999
776,0
776,1000
779,1000
780,0
780,788
780,788
780,999
781,0
781,1000
784,1000
785,0
785,792
785,792
785,999
786,0
786,1000
