1,105
1,811
2,886
2,980
3,52
4,533
4,656
4,823
5,604
6,856
7,935
7,984
8,438
9,474
12,467
12,882
13,583
14,792
16,22
17,233
17,265
17,313
17,471
18,692
23,111
24,649
27,348
27,842
28,47
28,539
28,837
29,238
31,522
31,561
32,123
32,617
34,166
35,174
37,139
37,180
37,51
37,685
37,839
38,254
38,593
39,563
42,0
43,514
43,7
44,417
44,729
45,515
45,730
46,373
47,679
49,972
50,785
51,364
51,378
52,487
53,276
53,792
53,81
55,83
56,630
57,590
58,7
60,637
60,752
62,945
63,412
64,308
64,496
66,267
66,892
67,177
68,846
69,68
70,106
71,491
73,106
73,171
73,186
73,89
74,497
76,128
76,843
77,637
77,921
78,543
79,776
79,791
80,444
80,469
82,887
83,814
86,354
87,473
87,557
88,276
88,580
88,601
89,777
91,366
91,565
91,61
93,784
96,306
96,709
96,933
98,918
98,952
99,591
99,640
103,854
104,717
105,739
106,29
106,623
107,281
107,729
108,123
108,754
109,190
109,285
110,747
112,788
113,796
113,916
114,165
114,221
114,237
114,824
116,558
117,634
118,382
118,544
122,123
122,552
123,390
123,892
126,123
126,531
127,677
128,117
128,885
129,274
129,397
130,274
131,987
133,283
134,635
134,824
138,43
139,991
140,428
143,202
143,54
143,956
143,987
145,154
146,754
147,612
148,222
148,233
148,355
151,426
153,671
156,126
156,604
156,863
159,23
159,754
161,238
161,689
162,188
162,94
162,973
163,345
164,305
164,628
164,642
164,78
165,47
165,728
166,186
166,294
166,496
166,795
167,697
169,262
169,282
171,294
172,841
172,908
175,280
176,412
178,138
178,958
179,528
180,27
180,780
184,637
184,953
184,994
185,686
187,575
190,614
190,797
190,881
191,219
191,319
191,350
191,959
192,510
192,8
194,124
194,728
198,377
199,590
200,184
200,314
202,123
202,753
202,929
204,13
205,777
206,573
207,77
207,773
208,470
209,774
209,971
210,395
211,318
212,591
213,24
213,280
213,928
214,432
215,486
215,507
215,512
215,811
215,92
216,659
216,951
217,13
217,247
218,504
218,676
218,727
218,901
219,703
219,818
219,865
221,801
222,899
223,413
224,861
225,155
226,226
226,382
226,432
227,968
228,412
228,767
229,466
229,958
231,23
231,311
231,332
232,713
232,715
233,10
238,452
240,720
240,968
241,906
242,693
243,445
243,768
244,34
245,942
246,174
246,638
247,131
247,410
247,518
247,557
247,696
247,838
247,949
250,725
253,132
253,176
253,824
254,803
255,785
259,648
259,670
262,147
263,856
265,699
268,225
268,426
271,234
271,628
272,300
273,330
282,839
282,977
283,237
283,960
286,257
286,302
286,302
286,620
288,554
288,765
289,635
290,170
290,982
291,897
292,765
297,113
298,219
298,757
298,849
299,634
300,740
301,909
302,459
302,921
303,984
304,148
304,996
306,378
307,134
307,3
309,644
310,902
311,574
312,3
313,471
314,619
315,880
319,101
319,267
319,526
322,131
322,250
322,637
322,964
324,238
325,168
326,699
328,154
328,284
328,753
330,480
330,963
332,418
332,534
336,400
337,154
337,720
337,845
340,224
342,846
345,729
346,670
348,313
348,611
349,0
353,311
354,269
354,574
354,580
355,938
360,238
361,41
361,622
363,198
363,261
363,733
365,165
366,337
366,80
369,91
370,575
370,902
372,524
372,733
373,100
373,443
373,510
373,908
374,221
374,445
374,59
375,268
375,57
376,790
376,935
376,957
377,70
378,564
380,231
380,390
380,455
380,641
381,394
381,539
383,195
383,574
384,262
384,429
384,987
385,800
386,710
389,264
389,304
389,774
391,242
392,998
393,644
395,128
395,143
402,80
402,885
405,705
406,170
406,352
408,250
408,585
409,158
409,291
409,612
409,764
412,180
412,524
415,385
416,217
417,116
417,975
418,599
420,368
